Sample_ID,Sample_Type,Type,Raw_Yield(G),Raw_Reads_Num(M),Raw_Q30,Raw_Q20,Raw_GC,Clean_Yield(G),Clean_Reads_Num(M),Clean_Q30,Clean_Q20,Clean_GC,Effective,Insert_Size_Peak(bp),V_primer_percent,J_primer_percent,merge_rate,clone_reads_ratio
SZ20221030471DNA-4,gdna,Cancer_B,5.22,34.82,91.99,96.83,55.59,4.65,34.39,92.81,97.45,55.97,89.04,161,97.61,96.61,0.87,0.865
SZ20221030487DNA-e,gdna,Cancer_B,5.78,38.53,91.84,96.71,55.25,5.01,38.07,92.79,97.42,55.6,86.6,110,97.31,96.65,0.87,0.844
SZ20221030491DNA-d,gdna,Cancer_B,7.86,52.37,92.37,96.92,54.98,6.75,51.79,93.38,97.66,55.38,85.88,142,97.5,96.84,0.92,0.847
SZ20221030489DNA-5,gdna,Cancer_B,4.41,29.39,91.98,96.84,57.33,3.97,29.05,92.8,97.46,57.79,90.02,125,97.64,96.36,0.86,0.842
SZ20221030485DNA-a,gdna,Cancer_B,4.94,32.94,92.88,97.24,55.18,4.22,32.66,93.76,97.86,55.71,85.49,104,97.63,96.89,0.93,0.859
SZ20221030497DNA-5,gdna,Cancer_B,5.18,34.51,92.19,96.81,54.92,4.35,34.13,93.39,97.66,55.36,84.12,144,97.53,96.93,0.92,0.858
SZ20221030495DNA-2,gdna,Cancer_B,4.73,31.54,92.01,96.82,54.88,4.16,31.21,92.86,97.45,55.29,87.92,139,97.56,96.77,0.91,0.855
SZ20221030499DNA-4,gdna,Cancer_B,5.09,33.92,91.69,96.71,56.63,4.49,33.53,92.74,97.46,57.15,88.3,102,97.62,96.19,0.83,0.848
SZ20221030504DNA-6,gdna,Cancer_B,7.1,47.3,92.92,97.35,55.27,6.18,46.9,93.67,97.83,55.75,87.07,147,97.68,97.05,0.9,0.864
SZ20221030511DNA-2,gdna,Cancer_B,5.31,35.39,93.15,97.42,54.64,4.52,35.06,93.95,97.94,55.09,85.2,142,97.78,97.16,0.93,0.867
SZ20221030493DNA-e,gdna,Cancer_B,6.52,43.46,92.17,97.09,56.36,5.96,43.02,92.72,97.48,56.73,91.42,154,97.6,96.81,0.83,0.841
SZ20221030494DNA-7,gdna,Cancer_B,4.21,28.07,91.74,96.91,57.58,3.9,27.76,92.25,97.29,57.94,92.67,110,97.52,96.41,0.73,0.81
SZ20221030496DNA-b,gdna,Cancer_B,5.17,34.49,92.66,97.24,54.92,4.43,34.19,93.45,97.76,55.44,85.57,109,97.78,97.09,0.86,0.869
SZ20221030492DNA-b,gdna,Cancer_B,6.46,43.09,93.25,97.5,54.99,5.44,42.76,94.03,97.99,55.6,84.11,116,97.65,96.95,0.93,0.868
SZ20221030500DNA-9,gdna,Cancer_B,4.48,29.87,93.1,97.51,56.08,3.91,29.66,93.78,97.94,56.61,87.28,235,97.63,96.79,0.89,0.845
SZ20221030503DNA-e,gdna,Cancer_B,6.39,42.6,92.46,97.21,55.88,5.69,42.19,93.02,97.6,56.34,89.13,114,97.49,96.64,0.83,0.847
SZ20221030498DNA-6,gdna,Cancer_B,6.91,46.08,92.96,97.35,55.04,5.75,45.67,93.99,98.0,55.63,83.14,107,97.67,96.91,0.95,0.86
SZ20221030506DNA-5,gdna,Cancer_B,10.69,71.27,93.16,97.43,55.57,9.12,70.66,93.95,97.92,56.17,85.31,119,97.53,97.08,0.93,0.865
SZ20221030502DNA-b,gdna,Cancer_B,5.58,37.18,92.52,97.16,56.4,4.98,36.78,93.14,97.59,56.94,89.25,176,97.49,96.55,0.87,0.838
SZ20221030505DNA-b,gdna,Cancer_B,4.12,27.46,92.04,97.02,55.41,3.79,27.16,92.58,97.41,55.69,91.98,120,97.65,96.68,0.8,0.843
SZ20221030426DNA-e,gdna,Cancer_B,9.07,60.44,92.52,97.14,54.89,7.75,59.93,93.61,97.81,55.38,85.46,107,97.79,96.65,0.89,0.875
SZ20221030424DNA-4,gdna,Cancer_B,4.2,28.03,92.64,97.22,54.6,3.59,27.82,93.57,97.78,55.05,85.29,144,97.69,97.03,0.93,0.882
SZ20221030532DNA-4,gdna,Cancer_B,5.78,38.52,93.0,97.37,55.44,4.78,38.23,94.01,97.97,56.18,82.76,102,97.72,96.91,0.95,0.867
SZ20221030425DNA-f,gdna,Cancer_B,3.68,24.55,92.57,97.19,54.73,3.01,24.38,93.67,97.82,55.4,81.83,97,97.82,97.03,0.89,0.875
SZ20221030344DNA-7,gdna,Cancer_B,5.73,38.22,91.71,96.79,55.11,5.08,37.79,92.32,97.22,55.46,88.59,107,97.56,96.75,0.83,0.862
SZ20221030337DNA-8,gdna,Cancer_B,7.32,48.81,92.41,97.15,55.39,6.42,48.39,93.04,97.56,55.8,87.66,155,97.67,96.97,0.88,0.871
SZ20221030347DNA-8,gdna,Cancer_B,5.54,36.93,92.03,96.94,55.48,4.88,36.54,92.7,97.4,55.88,88.07,163,97.56,96.91,0.85,0.863
SZ20221030348DNA-a,gdna,Cancer_B,6.53,43.52,92.51,97.19,55.44,5.65,43.15,93.24,97.66,56.01,86.61,141,97.8,97.01,0.89,0.843
SZ20221030350DNA-1,gdna,Cancer_B,6.42,42.78,92.63,97.25,55.41,5.54,42.44,93.32,97.69,55.97,86.28,142,97.61,96.86,0.89,0.87
SZ20221030349DNA-9,gdna,Cancer_B,5.24,34.9,91.99,96.94,55.34,4.55,34.58,92.64,97.38,55.8,86.86,115,97.54,96.98,0.86,0.857
SZ20221030352DNA-6,gdna,Cancer_B,4.4,29.34,91.79,96.84,54.57,3.93,29.02,92.39,97.26,54.81,89.39,155,97.68,96.86,0.84,0.865
SZ20221030346DNA-9,gdna,Cancer_B,4.63,30.88,92.05,96.95,54.89,4.07,30.59,92.71,97.38,55.29,87.83,146,97.42,97.07,0.85,0.813
SZ20221030354DNA-a,gdna,Cancer_B,4.6,30.65,91.41,96.62,54.86,4.01,30.28,92.11,97.1,55.21,87.24,255,97.48,96.98,0.85,0.858
SZ20221030356DNA-7,gdna,Cancer_B,5.55,37.0,92.47,97.17,55.41,4.99,36.7,93.21,97.65,55.76,89.99,153,97.5,96.88,0.89,0.859
SZ20221030353DNA-e,gdna,Cancer_B,5.07,33.8,92.43,97.12,55.06,4.37,33.46,93.13,97.58,55.51,86.15,119,97.66,97.07,0.88,0.862
SZ20221030357DNA-d,gdna,Cancer_B,6.72,44.78,92.53,97.18,53.99,6.01,44.42,93.21,97.61,54.23,89.5,148,97.61,97.02,0.92,0.867
SZ20221030358DNA-9,gdna,Cancer_B,6.51,43.41,92.49,97.17,54.59,5.61,43.06,93.19,97.6,54.99,86.08,110,97.7,97.05,0.91,0.868
SZ20221030355DNA-9,gdna,Cancer_B,6.09,40.61,92.0,96.96,54.81,5.38,40.26,92.66,97.39,55.11,88.26,141,97.5,96.94,0.87,0.867
SZ20221030361DNA-a,gdna,Cancer_B,5.12,34.11,91.69,96.79,54.94,4.59,33.75,92.29,97.2,55.19,89.65,158,97.48,96.97,0.83,0.852
SZ20221030364DNA-f,gdna,Cancer_B,4.34,28.96,92.53,97.13,54.53,3.69,28.66,93.39,97.66,54.96,84.92,106,97.67,96.84,0.91,0.87
SZ20221030359DNA-c,gdna,Cancer_B,3.29,21.94,92.48,97.11,54.87,2.76,21.72,93.47,97.72,55.35,83.76,107,97.71,96.66,0.91,0.862
SZ20221030362DNA-d,gdna,Cancer_B,3.84,25.6,92.21,96.99,54.81,3.37,25.31,92.92,97.45,55.14,87.82,140,97.66,96.72,0.89,0.858
SZ20221030360DNA-5,gdna,Cancer_B,4.03,26.83,92.5,97.14,54.04,3.42,26.57,93.43,97.71,54.34,84.96,106,97.93,96.85,0.92,0.86
SZ20221030379DNA-3,gdna,Cancer_B,4.1,27.37,92.85,97.3,54.43,3.51,27.11,93.72,97.83,54.8,85.43,138,97.54,96.57,0.93,0.862
SZ20221030363DNA-4,gdna,Cancer_B,2.89,19.27,91.98,96.81,55.37,2.51,19.01,92.73,97.31,55.84,86.69,105,97.51,96.85,0.87,0.854
SZ20221030370DNA-1,gdna,Cancer_B,4.53,30.18,92.45,97.09,54.11,3.9,29.83,93.29,97.62,54.41,86.24,106,97.58,96.69,0.92,0.857
SZ20221030369DNA-d,gdna,Cancer_B,5.28,35.18,92.75,97.22,54.48,4.44,34.85,93.71,97.8,54.88,84.11,110,97.67,96.99,0.92,0.872
SZ20221030345DNA-f,gdna,Cancer_B,5.52,36.82,92.07,96.97,54.84,4.87,36.46,92.72,97.41,55.17,88.24,144,97.58,96.86,0.87,0.861
SZ20221030340DNA-3,gdna,Cancer_B,4.66,31.09,92.18,97.06,55.16,4.17,30.8,92.76,97.45,55.46,89.49,144,97.61,96.88,0.83,0.861
SZ20221030343DNA-7,gdna,Cancer_B,5.3,35.35,91.41,96.75,54.49,4.69,35.02,91.93,97.13,54.77,88.39,165,97.65,96.81,0.88,0.859
SZ20221030328DNA-6,gdna,Cancer_B,7.68,51.22,91.85,96.9,55.2,6.75,50.75,92.45,97.32,55.6,87.87,144,97.67,96.9,0.84,0.865
SZ20221030318DNA-0,gdna,Cancer_B,5.07,33.78,91.98,96.96,55.66,4.43,33.48,92.63,97.4,56.12,87.36,144,97.48,96.75,0.83,0.859
SZ20221030319DNA-0,gdna,Cancer_B,6.82,45.48,91.68,96.61,55.2,5.87,44.52,92.66,97.32,55.45,86.06,126,97.64,96.78,0.89,0.864
SZ20221030320DNA-f,gdna,Cancer_B,14.25,94.98,92.59,97.2,55.12,12.29,94.21,93.25,97.63,55.6,86.28,108,97.5,96.68,0.89,0.865
SZ20221030289DNA-c,gdna,Cancer_B,6.22,41.46,92.41,97.15,55.21,5.5,41.14,93.06,97.57,55.55,88.39,144,97.44,96.81,0.86,0.854
SZ20221030321DNA-b,gdna,Cancer_B,6.44,42.91,92.11,97.02,55.25,5.6,42.52,92.72,97.42,55.71,86.94,114,97.58,96.67,0.87,0.859
SZ20221030322DNA-b,gdna,Cancer_B,5.27,35.15,92.5,97.2,56.07,4.59,34.86,93.12,97.6,56.6,86.98,109,97.74,96.9,0.89,0.868
SZ20221030324DNA-5,gdna,Cancer_B,6.66,44.39,92.31,97.02,55.35,5.56,44.03,93.28,97.62,55.94,83.48,126,97.62,96.86,0.91,0.867
SZ20221030325DNA-5,gdna,Cancer_B,6.8,45.34,91.9,96.85,55.16,5.88,44.86,92.57,97.31,55.6,86.51,129,97.48,96.81,0.87,0.86
SZ20221030326DNA-5,gdna,Cancer_B,5.6,37.35,92.62,97.23,55.29,4.82,37.05,93.25,97.63,55.73,86.08,110,97.49,96.98,0.9,0.822
SZ20221030335DNA-a,gdna,Cancer_B,5.68,37.87,92.41,97.1,55.38,4.91,37.53,93.12,97.57,55.85,86.41,128,97.64,96.73,0.91,0.864
SZ20221030327DNA-1,gdna,Cancer_B,6.33,42.2,92.83,97.32,54.78,5.5,41.9,93.49,97.74,55.2,86.92,144,97.55,97.05,0.92,0.869
SZ20221030342DNA-f,gdna,Cancer_B,5.3,35.32,92.44,97.2,55.4,4.78,35.05,93.02,97.59,55.65,90.16,155,97.43,97.06,0.87,0.851
SZ20221030331DNA-f,gdna,Cancer_B,6.15,41.0,92.03,96.96,54.85,5.36,40.64,92.66,97.39,55.22,87.23,144,97.59,96.75,0.87,0.861
SZ20221030333DNA-f,gdna,Cancer_B,4.83,32.18,92.42,97.19,55.08,4.33,31.94,92.97,97.55,55.44,89.64,199,97.76,96.74,0.88,0.867
SZ20221030336DNA-e,gdna,Cancer_B,4.47,29.78,91.88,96.87,53.81,3.99,29.47,92.54,97.32,53.96,89.38,198,97.6,96.78,0.88,0.862
SZ20221030332DNA-b,gdna,Cancer_B,4.6,30.63,92.02,96.94,55.15,4.1,30.34,92.64,97.35,55.51,89.17,144,97.52,96.77,0.87,0.852
SZ20221030329DNA-b,gdna,Cancer_B,6.44,42.96,92.11,97.03,54.75,5.64,42.63,92.87,97.53,55.08,87.52,126,97.6,96.84,0.89,0.86
SZ20221030330DNA-5,gdna,Cancer_B,8.24,54.94,92.84,97.34,55.66,7.06,54.57,93.54,97.77,56.26,85.66,126,97.58,96.86,0.91,0.864
SZ20221030351DNA-d,gdna,Cancer_B,8.11,54.04,91.96,96.93,54.95,7.17,53.48,92.6,97.37,55.28,88.42,144,97.58,96.97,0.87,0.866
SZ20221030334DNA-d,gdna,Cancer_B,7.96,53.04,91.97,96.99,54.96,7.03,52.61,92.52,97.36,55.3,88.38,127,97.18,96.94,0.91,0.85
SZ20221030338DNA-b,gdna,Cancer_B,9.53,63.52,92.16,97.01,55.26,8.24,62.9,92.92,97.5,55.72,86.47,144,97.62,96.91,0.89,0.868
SZ20221030341DNA-b,gdna,Cancer_B,6.33,42.22,92.24,97.07,55.43,5.56,41.82,92.89,97.5,55.87,87.81,165,97.59,96.66,0.87,0.857
SZ20221030366DNA-c,gdna,Cancer_B,4.48,29.86,92.8,97.26,54.67,3.84,29.57,93.71,97.82,55.1,85.75,157,97.75,97.02,0.92,0.876
SZ20221030371DNA-2,gdna,Cancer_B,5.44,36.28,92.59,97.25,53.79,4.69,36.01,93.34,97.7,54.11,86.18,105,97.83,97.08,0.81,0.873
SZ20221030374DNA-d,gdna,Cancer_B,4.22,28.14,92.53,97.23,54.19,3.68,27.92,93.25,97.68,54.51,87.06,144,97.72,97.03,0.88,0.882
SZ20221030414DNA-5,gdna,Cancer_B,3.56,23.75,93.14,97.45,54.64,3.09,23.54,93.92,97.93,55.03,86.78,129,97.75,97.22,0.91,0.874
SZ20221030404DNA-9,gdna,Cancer_B,7.64,50.95,93.01,97.43,54.68,6.74,50.54,93.69,97.85,55.04,88.13,110,97.65,97.08,0.9,0.872
SZ20221030399DNA-c,gdna,Cancer_B,3.99,26.6,92.94,97.39,55.3,3.45,26.38,93.69,97.86,55.86,86.45,147,97.77,97.01,0.93,0.88
SZ20221030402DNA-b,gdna,Cancer_B,4.29,28.63,93.01,97.41,55.18,3.72,28.41,93.74,97.86,55.71,86.55,144,97.7,97.04,0.92,0.861
SZ20221030403DNA-3,gdna,Cancer_B,4.92,32.79,93.3,97.55,54.79,4.26,32.57,94.09,98.03,55.25,86.58,109,97.68,97.05,0.91,0.878
SZ20221030405DNA-3,gdna,Cancer_B,13.56,90.41,93.05,97.41,55.63,11.12,89.65,93.92,97.93,56.44,82.03,93,97.67,97.07,0.94,0.882
SZ20221030406DNA-7,gdna,Cancer_B,6.43,42.86,92.84,97.33,54.79,5.45,42.53,93.78,97.9,55.34,84.75,107,97.68,96.93,0.93,0.871
SZ20221030407DNA-b,gdna,Cancer_B,9.63,64.19,92.97,97.35,54.7,8.33,63.67,93.82,97.87,55.03,86.5,155,97.79,97.07,0.94,0.878
SZ20221030408DNA-2,gdna,Cancer_B,9.03,60.22,93.07,97.37,55.26,7.31,59.75,94.02,97.94,56.09,80.97,107,97.63,97.04,0.93,0.877
SZ20221030413DNA-6,gdna,Cancer_B,11.27,75.15,92.88,97.33,54.76,9.77,74.43,93.63,97.81,55.2,86.69,115,97.72,97.2,0.91,0.879
SZ20221030409DNA-2,gdna,Cancer_B,4.12,27.5,92.62,97.24,56.63,3.61,27.27,93.33,97.7,57.28,87.59,146,97.81,96.09,0.87,0.864
SZ20221030412DNA-9,gdna,Cancer_B,4.5,30.03,93.01,97.42,54.18,3.92,29.81,93.73,97.87,54.57,87.02,110,97.64,97.17,0.9,0.874
SZ20221030400DNA-6,gdna,Cancer_B,7.64,50.91,93.0,97.4,54.4,6.62,50.53,93.81,97.89,54.78,86.65,246,97.72,97.07,0.93,0.876
SZ20221030415DNA-3,gdna,Cancer_B,6.74,44.97,93.26,97.54,54.66,5.84,44.67,93.95,97.96,55.16,86.55,233,97.65,97.22,0.92,0.859
SZ20221030410DNA-5,gdna,Cancer_B,10.03,66.85,93.28,97.53,54.94,8.67,66.34,94.03,97.99,55.37,86.47,128,97.7,97.24,0.93,0.88
SZ20221030416DNA-a,gdna,Cancer_B,6.05,40.33,92.7,97.24,54.51,5.35,39.97,93.39,97.69,54.87,88.41,119,97.67,97.12,0.92,0.854
SZ20221030411DNA-4,gdna,Cancer_B,4.56,30.4,92.97,97.39,54.34,3.87,30.17,93.76,97.86,54.86,84.76,102,97.64,97.22,0.9,0.878
SZ20221030417DNA-e,gdna,Cancer_B,4.14,27.6,92.4,97.12,54.88,3.61,27.38,93.32,97.7,55.31,87.14,150,97.72,97.17,0.92,0.878
SZ20221030419DNA-f,gdna,Cancer_B,4.91,32.75,93.05,97.46,54.96,4.35,32.51,93.69,97.86,55.37,88.51,259,97.72,96.89,0.86,0.868
SZ20221030421DNA-9,gdna,Cancer_B,3.09,20.57,92.82,97.28,55.55,2.71,20.37,93.71,97.83,55.96,87.73,223,97.71,96.92,0.93,0.873
SZ20221030418DNA-3,gdna,Cancer_B,7.22,48.1,92.7,97.27,53.69,6.49,47.71,93.33,97.68,53.96,90.0,179,97.8,96.99,0.92,0.873
SZ20221030420DNA-f,gdna,Cancer_B,10.57,70.44,92.93,97.35,54.46,9.05,69.9,93.78,97.86,54.89,85.61,119,97.64,97.07,0.93,0.88
SZ20221030422DNA-a,gdna,Cancer_B,5.65,37.67,92.75,97.25,54.95,4.77,37.36,93.76,97.86,55.51,84.37,110,97.73,96.96,0.93,0.877
SZ20221030466DNA-3,gdna,Cancer_B,6.28,41.89,92.64,97.25,54.46,5.46,41.55,93.3,97.67,54.88,86.84,141,97.7,97.19,0.91,0.882
SZ20221030398DNA-3,gdna,Cancer_B,10.94,72.93,92.87,97.2,54.63,9.04,72.35,93.9,97.9,55.17,82.65,109,97.69,96.91,0.95,0.877
SZ20221030373DNA-0,gdna,Cancer_B,12.32,82.13,92.89,97.31,55.12,10.47,81.45,93.81,97.88,55.64,84.99,133,97.76,96.97,0.92,0.874
SZ20221030382DNA-4,gdna,Cancer_B,4.78,31.89,92.53,97.14,54.69,4.14,31.63,93.36,97.72,55.12,86.59,142,97.62,96.75,0.93,0.879
SZ20221030375DNA-4,gdna,Cancer_B,10.61,70.75,93.1,97.38,55.09,8.9,70.11,94.0,97.93,55.63,83.88,125,97.71,96.97,0.94,0.879
SZ20221030381DNA-e,gdna,Cancer_B,3.94,26.29,92.36,97.1,54.05,3.46,26.05,93.09,97.56,54.38,87.82,112,97.59,97.03,0.91,0.878
SZ20221030365DNA-4,gdna,Cancer_B,4.7,31.35,92.56,97.14,55.19,3.98,31.08,93.78,97.87,55.72,84.57,102,97.69,96.86,0.93,0.879
SZ20221030377DNA-7,gdna,Cancer_B,6,39.98,93.03,97.4,54.78,5.07,39.67,93.91,97.92,55.29,84.48,243,97.75,96.95,0.92,0.878
SZ20221030376DNA-2,gdna,Cancer_B,4.74,31.58,92.42,96.98,54.57,4.02,31.31,93.54,97.76,54.94,84.9,132,97.74,96.95,0.93,0.877
SZ20221030378DNA-8,gdna,Cancer_B,5.92,39.47,92.6,97.16,55.2,5.1,39.11,93.36,97.69,55.68,86.23,118,97.59,96.86,0.9,0.863
SZ20221030385DNA-2,gdna,Cancer_B,5.48,36.5,92.3,96.94,54.57,4.75,36.11,93.24,97.62,54.9,86.7,127,97.59,96.85,0.92,0.876
SZ20221030372DNA-6,gdna,Cancer_B,7.83,52.21,92.42,97.03,55.46,6.68,51.74,93.38,97.72,55.99,85.23,118,97.68,96.85,0.88,0.872
SZ20221030384DNA-3,gdna,Cancer_B,8.92,59.5,92.39,97.06,54.01,7.84,59.03,93.22,97.66,54.32,87.9,229,97.55,96.66,0.84,0.869
SZ20221030380DNA-9,gdna,Cancer_B,7.08,47.23,92.68,97.16,54.27,6.03,46.86,93.64,97.81,54.61,85.09,115,97.63,97.03,0.94,0.881
SZ20221030383DNA-c,gdna,Cancer_B,4,26.69,92.12,96.75,55.28,3.37,26.45,93.5,97.76,55.75,84.2,109,97.75,96.85,0.91,0.879
SZ20221030394DNA-a,gdna,Cancer_B,6.39,42.57,92.16,96.87,54.73,5.56,42.18,93.34,97.69,55.05,87.02,117,97.68,96.99,0.9,0.869
SZ20221030386DNA-7,gdna,Cancer_B,3.58,23.87,92.38,96.94,54.52,3.04,23.65,93.53,97.76,54.93,84.81,107,97.7,96.87,0.93,0.878
SZ20221030387DNA-b,gdna,Cancer_B,4.08,27.18,92.44,96.97,54.27,3.55,26.91,93.35,97.63,54.63,86.99,147,97.43,96.81,0.92,0.87
SZ20221030389DNA-0,gdna,Cancer_B,6.3,41.99,92.35,96.96,54.94,5.36,41.57,93.35,97.66,55.42,85.06,101,97.66,96.96,0.92,0.878
SZ20221030392DNA-5,gdna,Cancer_B,5.16,34.37,92.38,96.98,54.52,4.42,34.05,93.36,97.67,54.9,85.69,144,97.68,96.91,0.93,0.879
SZ20221030393DNA-e,gdna,Cancer_B,6.44,42.92,92.19,96.87,56.3,5.65,42.5,93.27,97.68,56.67,87.84,151,97.61,97.09,0.93,0.863
SZ20221030395DNA-1,gdna,Cancer_B,6.31,42.1,92.46,97.03,54.72,5.47,41.68,93.4,97.7,55.13,86.58,106,97.7,96.91,0.92,0.876
SZ20221030397DNA-c,gdna,Cancer_B,3.84,25.59,92.11,96.94,54.9,3.37,25.38,92.95,97.54,55.3,87.75,138,97.7,96.89,0.91,0.873
SZ20221030390DNA-e,gdna,Cancer_B,3.86,25.76,92.32,96.84,55.3,3.21,25.55,93.66,97.82,55.86,83.1,118,97.72,96.86,0.92,0.846
SZ20221030391DNA-6,gdna,Cancer_B,3.96,26.4,92.06,96.73,55.05,3.32,26.15,93.35,97.67,55.55,83.71,107,97.74,96.67,0.92,0.877
SZ20221030396DNA-0,gdna,Cancer_B,4.9,32.64,92.0,96.91,53.88,4.43,32.33,92.68,97.39,54.1,90.49,159,97.6,96.77,0.87,0.856
SZ20221030536DNA-9,gdna,Cancer_B,5.36,35.75,91.95,96.91,56.58,4.85,35.32,92.74,97.46,57.0,90.53,252,97.62,96.33,0.84,0.836
SZ20221030534DNA-8,gdna,Cancer_B,7.98,53.19,92.95,97.3,54.8,6.72,52.73,93.89,97.89,55.24,84.18,113,97.72,97.0,0.95,0.866
SZ20221030314DNA-7,gdna,Cancer_B,7.84,52.27,92.46,97.11,55.4,6.7,51.79,93.24,97.61,55.93,85.46,135,97.71,96.71,0.91,0.865
SZ20221030641DNA-3,gdna,Cancer_B,7.52,50.11,92.47,97.18,54.99,6.29,49.83,93.7,97.92,55.59,83.66,136,97.91,97.09,0.95,0.884
SZ20221030670DNA-9,gdna,Cancer_B,7.11,47.38,94.02,97.8,55.62,6.17,47.08,94.69,98.26,56.14,86.78,144,98.02,97.42,0.89,0.864
SZ20221030669DNA-7,gdna,Cancer_B,5.74,38.3,93.6,97.64,55.7,5.01,38.01,94.34,98.14,56.2,87.29,103,97.84,97.33,0.87,0.856
SZ20221030671DNA-0,gdna,Cancer_B,5.91,39.4,93.89,97.74,55.52,5.18,39.11,94.62,98.23,55.99,87.62,144,97.96,97.4,0.88,0.863
SZ20221030674DNA-8,gdna,Cancer_B,6.27,41.77,94.01,97.75,55.24,5.43,41.44,94.7,98.22,55.75,86.67,142,97.89,97.47,0.9,0.87
SZ20221030673DNA-9,gdna,Cancer_B,4.91,32.76,93.72,97.67,56.54,4.39,32.51,94.34,98.1,57.01,89.32,130,97.82,97.47,0.83,0.849
SZ20221030678DNA-3,gdna,Cancer_B,6.36,42.43,93.79,97.68,55.47,5.58,42.1,94.51,98.16,55.91,87.7,123,97.95,97.53,0.89,0.857
SZ20221030676DNA-7,gdna,Cancer_B,6.81,45.42,93.72,97.56,55.8,5.87,45.03,94.67,98.22,56.31,86.15,141,97.83,97.28,0.89,0.862
SZ20221030679DNA-5,gdna,Cancer_B,5.62,37.47,93.8,97.63,55.35,4.75,37.24,94.83,98.33,55.99,84.5,99,97.86,97.47,0.91,0.858
SZ20221030677DNA-7,gdna,Cancer_B,5.8,38.63,93.71,97.62,56.26,4.98,38.37,94.59,98.22,56.92,85.86,111,97.99,97.34,0.89,0.856
SZ20221030680DNA-f,gdna,Cancer_B,6.41,42.71,93.91,97.75,55.42,5.53,42.42,94.61,98.22,55.96,86.28,116,97.91,97.49,0.89,0.865
SZ20221030681DNA-f,gdna,Cancer_B,6.59,43.94,94.07,97.8,55.54,5.73,43.61,94.82,98.3,56.07,86.98,141,97.92,97.45,0.89,0.865
SZ20221030682DNA-8,gdna,Cancer_B,6.48,43.23,93.79,97.63,55.67,5.57,42.9,94.68,98.23,56.25,85.91,110,97.93,97.47,0.9,0.866
SZ20221030685DNA-3,gdna,Cancer_B,9.91,66.06,93.71,97.58,54.9,8.39,65.57,94.9,98.34,55.4,84.72,110,98.05,97.58,0.93,0.878
SZ20221030684DNA-f,gdna,Cancer_B,4.41,29.37,93.53,97.6,55.24,3.95,29.15,94.11,98.01,55.55,89.75,158,97.85,97.59,0.78,0.843
SZ20221030683DNA-9,gdna,Cancer_B,6.08,40.53,93.72,97.64,55.64,5.24,40.18,94.52,98.14,56.13,86.26,144,97.8,97.75,0.86,0.865
SZ20221030686DNA-3,gdna,Cancer_B,5.44,36.24,93.7,97.62,55.53,4.64,35.9,94.49,98.14,56.08,85.4,113,97.92,97.39,0.85,0.858
SZ20221030687DNA-7,gdna,Cancer_B,5.37,35.83,93.64,97.66,55.61,4.77,35.52,94.23,98.06,55.99,88.71,153,97.71,97.41,0.83,0.862
SZ20221030691DNA-b,gdna,Cancer_B,5.24,34.93,92.89,97.18,56.2,4.36,34.58,94.04,97.94,56.66,83.14,96,96.37,96.73,0.85,0.801
SZ20221030696DNA-2,gdna,Cancer_B,5.84,38.95,93.9,97.78,55.43,5.21,38.63,94.46,98.15,55.81,89.11,118,97.87,97.5,0.86,0.858
SZ20221030689DNA-0,gdna,Cancer_B,4.99,33.27,93.78,97.73,55.37,4.4,33.04,94.41,98.13,55.76,88.16,144,97.89,97.56,0.83,0.852
SZ20221030688DNA-0,gdna,Cancer_B,6.83,45.56,94.08,97.86,55.83,6.03,45.23,94.63,98.21,56.32,88.22,149,97.89,97.54,0.87,0.865
SZ20221030692DNA-b,gdna,Cancer_B,8.08,53.84,93.79,97.7,55.34,6.88,53.4,94.64,98.22,55.91,85.23,107,98.05,97.58,0.92,0.873
SZ20221030690DNA-b,gdna,Cancer_B,6.9,46.03,93.73,97.69,54.6,6.0,45.68,94.45,98.15,55.0,86.86,111,98.02,97.59,0.89,0.867
SZ20221030672DNA-f,gdna,Cancer_B,4.53,30.19,93.92,97.8,55.13,4.0,30.0,94.58,98.24,55.48,88.43,113,97.88,97.46,0.86,0.849
SZ20221030675DNA-e,gdna,Cancer_B,7.03,46.85,93.77,97.57,55.22,6.0,46.15,94.8,98.28,55.63,85.35,107,97.95,97.49,0.91,0.864
SZ20221030666DNA-9,gdna,Cancer_B,4.6,30.69,93.28,97.53,56.28,4.16,30.43,93.81,97.92,56.66,90.37,144,97.94,97.62,0.83,0.847
SZ20221030658DNA-d,gdna,Cancer_B,4.17,27.8,93.6,97.62,55.82,3.7,27.57,94.21,98.04,56.24,88.59,144,98.01,97.6,0.87,0.855
SZ20221030643DNA-d,gdna,Cancer_B,6.76,45.08,93.4,97.62,54.73,5.69,44.87,94.21,98.12,55.21,84.13,125,97.98,97.39,0.93,0.887
SZ20221030646DNA-a,gdna,Cancer_B,5.58,37.19,93.53,97.68,54.37,4.67,37.01,94.3,98.16,54.86,83.64,104,97.96,97.15,0.94,0.885
SZ20221030644DNA-4,gdna,Cancer_B,5.27,35.12,93.5,97.68,54.46,4.53,34.95,94.14,98.09,54.83,86.0,109,97.95,97.26,0.92,0.877
SZ20221030648DNA-7,gdna,Cancer_B,6.09,40.59,93.4,97.6,54.75,5.06,40.4,94.29,98.15,55.32,83.13,77,98.06,97.41,0.94,0.89
